F_total,P_total,fault_category,fault_kind,mutant_id,operator,primary_line,reason,scoring_strategy,status,subject,top1_budget,top1_folded_hit,top1_sfl_hit,top2_budget,top2_folded_hit,top2_sfl_hit,top3_budget,top3_folded_hit,top3_sfl_hit
23,86,statement,data-flow,InventoryReorder_M5,CR,22,,coverage_x_purity,evaluated,InventoryReorder,2,True,True,4,True,True,6,True,True
85,24,statement,data-flow,InventoryReorder_M6,RVR,27,,coverage_x_purity,evaluated,InventoryReorder,2,True,True,5,True,True,8,True,True
88,0,condition,control-flow,PairSortCheck_M1,ROR,3,,coverage_x_purity,evaluated,PairSortCheck,4,True,True,8,True,True,10,True,True
68,10,condition,control-flow,PairSortCheck_M2,ROR,13,,coverage_x_purity,evaluated,PairSortCheck,4,False,True,6,False,True,10,True,True
0,167,condition,control-flow,PairSortCheck_M3,BOR,43,no_tbfv_failures,coverage_x_purity,not_detected,PairSortCheck,,,,,,,,,
7,141,statement,data-flow,PairSortCheck_M4,SUR,5,,coverage_x_purity,evaluated,PairSortCheck,4,True,True,6,True,True,10,True,True
88,99,statement,data-flow,PairSortCheck_M5,SUR,40,,coverage_x_purity,evaluated,PairSortCheck,4,True,True,9,True,True,13,True,True
0,219,statement,data-flow,PairSortCheck_M6,RVR,48,no_tbfv_failures,coverage_x_purity,not_detected,PairSortCheck,,,,,,,,,
1,165,condition,control-flow,WeightedAddLoop_M1,BOR,3,,coverage_x_purity,evaluated,WeightedAddLoop,2,True,True,2,True,True,2,True,True
1,163,condition,control-flow,WeightedAddLoop_M2,BOR,6,,coverage_x_purity,evaluated,WeightedAddLoop,2,True,True,2,True,True,3,True,True
0,166,condition,control-flow,WeightedAddLoop_M3,ROR,16,no_tbfv_failures,coverage_x_purity,not_detected,WeightedAddLoop,,,,,,,,,
80,86,statement,data-flow,WeightedAddLoop_M4,CR,13,,coverage_x_purity,evaluated,WeightedAddLoop,2,True,True,4,True,True,7,True,True
80,86,statement,data-flow,WeightedAddLoop_M5,AOR,19,,coverage_x_purity,evaluated,WeightedAddLoop,2,False,False,5,True,True,7,True,True
80,86,statement,data-flow,WeightedAddLoop_M6,AOR,25,,coverage_x_purity,evaluated,WeightedAddLoop,3,True,True,5,True,True,7,True,True
1,125,condition,control-flow,MarginAdjustLoop_M1,BOR,3,,coverage_x_purity,evaluated,MarginAdjustLoop,2,True,True,2,True,True,2,True,True
1,121,condition,control-flow,MarginAdjustLoop_M2,BOR,6,,coverage_x_purity,evaluated,MarginAdjustLoop,2,True,True,2,True,True,3,True,True
60,66,condition,control-flow,MarginAdjustLoop_M3,BOR,18,,coverage_x_purity,evaluated,MarginAdjustLoop,3,True,True,4,True,True,6,True,True
60,66,statement,data-flow,MarginAdjustLoop_M4,CR,13,,coverage_x_purity,evaluated,MarginAdjustLoop,2,True,True,5,True,True,7,True,True
60,66,statement,data-flow,MarginAdjustLoop_M5,AOR,19,,coverage_x_purity,evaluated,MarginAdjustLoop,3,True,True,4,True,True,6,True,True
60,66,statement,data-flow,MarginAdjustLoop_M6,AOR,21,,coverage_x_purity,evaluated,MarginAdjustLoop,3,True,True,5,True,True,7,True,True
1,76,condition,control-flow,SaturatingPenaltyLoop_M1,BOR,3,,coverage_x_purity,evaluated,SaturatingPenaltyLoop,2,True,True,2,True,True,2,True,True
1,72,condition,control-flow,SaturatingPenaltyLoop_M2,BOR,6,,coverage_x_purity,evaluated,SaturatingPenaltyLoop,2,True,True,2,True,True,3,True,True
0,78,condition,control-flow,SaturatingPenaltyLoop_M3,BOR,21,no_tbfv_failures,coverage_x_purity,not_detected,SaturatingPenaltyLoop,,,,,,,,,
35,42,statement,data-flow,SaturatingPenaltyLoop_M4,AOR,14,,coverage_x_purity,evaluated,SaturatingPenaltyLoop,3,True,True,4,True,True,7,True,True
18,59,statement,data-flow,SaturatingPenaltyLoop_M5,AOR,16,,coverage_x_purity,evaluated,SaturatingPenaltyLoop,3,True,True,5,True,True,8,True,True
37,40,statement,data-flow,SaturatingPenaltyLoop_M6,RVR,24,,coverage_x_purity,evaluated,SaturatingPenaltyLoop,2,True,True,5,True,True,8,True,True
1,83,condition,control-flow,RewardCapLoop_M1,BOR,3,,coverage_x_purity,evaluated,RewardCapLoop,2,True,True,2,True,True,2,True,True
1,78,condition,control-flow,RewardCapLoop_M2,BOR,6,,coverage_x_purity,evaluated,RewardCapLoop,2,True,True,2,True,True,3,True,True
16,70,condition,control-flow,RewardCapLoop_M3,BOR,18,,coverage_x_purity,evaluated,RewardCapLoop,3,True,True,5,True,True,6,True,True
22,66,statement,data-flow,RewardCapLoop_M4,CR,13,,coverage_x_purity,evaluated,RewardCapLoop,3,False,True,5,True,True,6,True,True
54,42,statement,data-flow,RewardCapLoop_M5,AOR,21,,coverage_x_purity,evaluated,RewardCapLoop,3,True,True,5,True,True,8,True,True
66,20,statement,data-flow,RewardCapLoop_M6,RVR,29,,coverage_x_purity,evaluated,RewardCapLoop,2,True,True,4,True,True,7,True,True
48,54,condition,control-flow,GappedSwapFive_M1,ROR,3,,coverage_x_purity,evaluated,GappedSwapFive,4,True,False,8,True,False,12,True,True
60,6,condition,control-flow,GappedSwapFive_M2,ROR,18,,coverage_x_purity,evaluated,GappedSwapFive,4,False,False,8,False,True,12,False,True
0,156,condition,control-flow,GappedSwapFive_M3,BOR,48,no_tbfv_failures,coverage_x_purity,not_detected,GappedSwapFive,,,,,,,,,
0,90,statement,data-flow,GappedSwapFive_M4,SUR,5,no_tbfv_failures,coverage_x_purity,not_detected,GappedSwapFive,,,,,,,,,
24,48,statement,data-flow,GappedSwapFive_M5,SUR,40,,coverage_x_purity,evaluated,GappedSwapFive,4,True,True,8,True,True,10,True,True
0,120,statement,data-flow,GappedSwapFive_M6,RVR,53,no_tbfv_failures,coverage_x_purity,not_detected,GappedSwapFive,,,,,,,,,
24,64,condition,control-flow,TailRotateSortFive_M1,CR,4,,coverage_x_purity,evaluated,TailRotateSortFive,4,True,False,8,True,False,12,True,True
48,0,condition,control-flow,TailRotateSortFive_M2,ROR,5,,coverage_x_purity,evaluated,TailRotateSortFive,2,False,False,4,True,True,8,True,True
48,0,condition,control-flow,TailRotateSortFive_M3,ROR,20,,coverage_x_purity,evaluated,TailRotateSortFive,2,False,False,4,False,False,8,False,True
22,65,statement,data-flow,TailRotateSortFive_M4,SUR,7,,coverage_x_purity,evaluated,TailRotateSortFive,4,True,True,8,True,True,12,True,True
16,54,statement,data-flow,TailRotateSortFive_M5,SUR,17,,coverage_x_purity,evaluated,TailRotateSortFive,5,False,False,9,False,True,13,True,True
24,64,statement,data-flow,TailRotateSortFive_M6,SUR,25,,coverage_x_purity,evaluated,TailRotateSortFive,4,False,False,8,False,False,12,False,False
28,8,condition,control-flow,MedianWindowFive_M1,ROR,3,,coverage_x_purity,evaluated,MedianWindowFive,2,True,True,6,True,True,10,True,True
44,22,condition,control-flow,MedianWindowFive_M2,ROR,18,,coverage_x_purity,evaluated,MedianWindowFive,4,False,False,9,False,False,13,False,True
0,88,condition,control-flow,MedianWindowFive_M3,BOR,33,no_tbfv_failures,coverage_x_purity,not_detected,MedianWindowFive,,,,,,,,,
22,62,statement,data-flow,MedianWindowFive_M4,SUR,15,,coverage_x_purity,evaluated,MedianWindowFive,4,True,True,8,True,True,10,True,True
32,24,statement,data-flow,MedianWindowFive_M5,SUR,30,,coverage_x_purity,evaluated,MedianWindowFive,4,True,True,6,True,True,10,True,True
76,8,statement,data-flow,MedianWindowFive_M6,RVR,38,,coverage_x_purity,evaluated,MedianWindowFive,4,False,False,6,True,False,10,True,True
1,89,condition,control-flow,TwoBucketLoop_M1,BOR,3,,coverage_x_purity,evaluated,TwoBucketLoop,2,True,True,2,True,True,2,True,True
1,85,condition,control-flow,TwoBucketLoop_M2,BOR,6,,coverage_x_purity,evaluated,TwoBucketLoop,2,True,True,2,True,True,3,True,True
40,51,condition,control-flow,TwoBucketLoop_M3,BOR,13,,coverage_x_purity,evaluated,TwoBucketLoop,3,True,True,5,True,True,6,True,True
47,51,statement,data-flow,TwoBucketLoop_M4,AOR,14,,coverage_x_purity,evaluated,TwoBucketLoop,3,True,True,4,True,True,7,True,True
41,51,statement,data-flow,TwoBucketLoop_M5,AOR,22,,coverage_x_purity,evaluated,TwoBucketLoop,2,True,True,4,True,True,7,True,True
82,9,statement,data-flow,TwoBucketLoop_M6,RVR,27,,coverage_x_purity,evaluated,TwoBucketLoop,2,True,True,5,True,True,8,True,True
